APMC,Commodity,year,Average Difference Raw,Average Difference Deseasonalised,district_name,state_name
daryapur,sorgum(jawar),2016,-234.57142857142867,-312.2857142857142,amaravathi,maharashtra
manmad,bajri,2014,-60.5,-493.75,nasik,maharashtra
manmad,bajri,2015,6.5,-15.333333333333258,nasik,maharashtra
manmad,bajri,2016,202.55555555555566,-42.66666666666674,nasik,maharashtra
naigaon,wheat(husked),2014,-75.0,-75.0,nanded,maharashtra
naigaon,wheat(husked),2015,-50.0,-50.0,nanded,maharashtra
tasgaon,sorgum(jawar),2014,-82.5,-589.0,sangli,maharashtra
tasgaon,sorgum(jawar),2015,-98.5,-150.0,sangli,maharashtra
tasgaon,sorgum(jawar),2016,46.90909090909099,-100.72727272727275,sangli,maharashtra
manmad,wheat(husked),2014,39.75,-319.75,nasik,maharashtra
manmad,wheat(husked),2015,-44.75,-48.08333333333326,nasik,maharashtra
chikhali,sorgum(jawar),2014,-408.33333333333326,-812.0,buldhana,maharashtra
chikhali,sorgum(jawar),2015,-437.33333333333326,-472.44444444444434,buldhana,maharashtra
chikhali,sorgum(jawar),2016,-401.27272727272725,-564.8181818181818,buldhana,maharashtra
baramati,maize,2014,-121.0,-581.3333333333334,pune,maharashtra
baramati,maize,2015,-16.181818181818244,-40.181818181818244,pune,maharashtra
baramati,maize,2016,68.4545454545455,-21.272727272727252,pune,maharashtra
udgir,safflower,2015,-800.0,-1634.0,latur,maharashtra
dudhani,wheat(husked),2014,-109.75,-581.5,solapur,maharashtra
dudhani,wheat(husked),2015,-97.4545454545455,-112.36363636363626,solapur,maharashtra
arjuni morgaon,paddy-unhusked,2014,343.75,-165.0,gondiya,maharashtra
pandharpur,sorgum(jawar),2014,484.66666666666674,-410.33333333333326,solapur,maharashtra
pandharpur,sorgum(jawar),2016,222.18181818181824,-42.0,solapur,maharashtra
lasur station,safflower,2015,-1038.0,-1038.0,aurangabad,maharashtra
jintur-bori,wheat(husked),2014,-14.0,-198.75,parbhani,maharashtra
arvi,wheat(husked),2015,-375.0,-375.0,wardha,maharashtra
sailu,sorgum(jawar),2014,-345.0,-800.5,parbhani,maharashtra
sailu,sorgum(jawar),2015,-357.66666666666674,-371.91666666666674,parbhani,maharashtra
sailu,sorgum(jawar),2016,-41.33333333333326,-324.0,parbhani,maharashtra
aurangabad,sorgum(jawar),2015,-40.0,-40.0,aurangabad,maharashtra
aurangabad,sorgum(jawar),2016,-50.0,-50.0,aurangabad,maharashtra
umarkhed,wheat(husked),2014,-8.25,-561.75,yewatmal,maharashtra
umarkhed,wheat(husked),2015,-97.72727272727275,-124.63636363636374,yewatmal,maharashtra
indapur-bhigwan,maize,2014,-53.5,-480.0,pune,maharashtra
ahmednagar,sorgum(jawar),2014,141.0,-491.5,ahmadnagar,maharashtra
ahmednagar,sorgum(jawar),2016,14.0,-30.444444444444343,ahmadnagar,maharashtra
shegaon,safflower,2015,-816.6666666666665,-816.6666666666665,buldhana,maharashtra
purna,pigeon pea (tur),2014,-150.0,-2013.0,parbhani,maharashtra
jalna,maize,2014,-327.0,-457.75,jalna,maharashtra
jalna,maize,2015,-147.41666666666674,-154.91666666666674,jalna,maharashtra
jalna,maize,2016,6.7999999999999545,-67.59999999999991,jalna,maharashtra
umarga,safflower,2014,-680.5,-1160.75,osmanabad,maharashtra
umarga,safflower,2015,-793.4000000000001,-815.5,osmanabad,maharashtra
tuljapur,safflower,2015,-541.0,-541.0,osmanabad,maharashtra
mandhal,wheat(husked),2014,19.25,-497.25,nagpur,maharashtra
mandhal,wheat(husked),2015,-65.09090909090901,-75.36363636363626,nagpur,maharashtra
anajngaon surji,wheat(husked),2014,-45.0,-527.75,amaravathi,maharashtra
anajngaon surji,wheat(husked),2015,-150.75,-176.16666666666674,amaravathi,maharashtra
malkapur,maize,2014,-361.33333333333337,-530.6666666666666,buldhana,maharashtra
malkapur,maize,2015,-182.72727272727275,-185.5454545454545,buldhana,maharashtra
malkapur,maize,2016,-64.5454545454545,-132.81818181818176,buldhana,maharashtra
tuljapur,sunflower,2015,-54.5,-54.5,osmanabad,maharashtra
vani,cotton,2014,-32.333333333333485,-1089.0,yewatmal,maharashtra
vani,cotton,2016,339.0,-321.5,yewatmal,maharashtra
loha,safflower,2014,-875.0,-875.0,nanded,maharashtra
ashti (jalna),bajri,2015,80.33333333333326,-71.66666666666674,jalna,maharashtra
ashti (jalna),bajri,2016,-19.333333333333258,-174.33333333333326,jalna,maharashtra
alibag,paddy-unhusked,2015,80.0,-237.33333333333326,raigad,maharashtra
alibag,paddy-unhusked,2016,7.727272727272748,-88.90909090909099,raigad,maharashtra
khamgaon,sunflower,2014,-1076.0,-1550.3333333333335,buldhana,maharashtra
khamgaon,sunflower,2015,-756.4000000000001,-758.5,buldhana,maharashtra
khamgaon,sunflower,2016,-729.2222222222222,-931.3333333333335,buldhana,maharashtra
shirur,sorgum(jawar),2014,-3.5,-577.25,pune,maharashtra
shirur,sorgum(jawar),2015,-182.33333333333326,-189.5,pune,maharashtra
shirur,sorgum(jawar),2016,-72.81818181818176,-324.4545454545455,pune,maharashtra
jawala-bajar,sorgum(jawar),2016,-157.5,-157.5,hingoli,maharashtra
raver,wheat(husked),2014,-135.0,-495.0,jalgaon,maharashtra
raver,wheat(husked),2015,-246.0,-247.33333333333326,jalgaon,maharashtra
sailu,wheat(husked),2014,42.0,-484.25,parbhani,maharashtra
sailu,wheat(husked),2015,-4.545454545454504,-33.72727272727275,parbhani,maharashtra
rahata,sorgum(jawar),2014,-240.25,-732.5,ahmadnagar,maharashtra
rahata,sorgum(jawar),2015,-386.5454545454545,-385.72727272727275,ahmadnagar,maharashtra
rahata,sorgum(jawar),2016,-248.5454545454545,-469.18181818181824,ahmadnagar,maharashtra
phaltan,wheat(husked),2014,105.0,-184.25,satara,maharashtra
phaltan,wheat(husked),2015,-35.700000000000045,-34.5,satara,maharashtra
ramtek,mustard,2015,-516.6666666666665,-516.6666666666665,nagpur,maharashtra
digras,wheat(husked),2014,-26.25,-405.0,yewatmal,maharashtra
digras,wheat(husked),2015,-21.666666666666742,-30.083333333333258,yewatmal,maharashtra
